"BushJob1.htm | Question 0"
"ABC News/Washington Post Poll. April 17-21, 2013. N=1,000 adults nationwide. Margin of error ± 3.5.        "
"Thinking back to when George W. Bush was in office, would you say you approve or disapprove of the way Bush handled his job as president?"
manually enter poll

highest lowest approval rows
['', 'Highest approval:']
['', '10/8-9/01', '92', '6', '1', '', '']
['.']
['', 'Lowest approval:']
['', '10/8-11/08', '23', '73', '4', '', '']





"BushJob1.htm | Question 1"
"CNN/Opinion Research Corporation Poll . Jan. 12-15, 2009. N=1,245 adults nationwide. MoE ± 3."
"Do you approve or disapprove of the way George W. Bush is handling his job as president?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""6/3-6/02""",70,23,7,1010,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/28-29/02""",77,17,6,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/20-22/02""",76,17,7,1002,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/6-9/02""",76,19,5,1012,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/29 - 5/1/02""",77,20,3,1002,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/22-24/02""",77,17,6,1009,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/8-11/02""",75,20,5,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/5-7/02""",76,19,5,1009,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/22-24/02""",79,17,4,1011,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/8-9/02""",80,14,6,802,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/4-7/02""",77,18,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/1-3/02""",81,14,5,863,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/8-10/02""",82,14,4,1001,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/4-6/02""",82,14,4,1011,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""1/25-27/02""",84,13,3,1011,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""1/11-14/02""",83,13,4,1008,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""1/7-9/02""",84,12,4,1015,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""12/14-16/01""",86,11,3,1019,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""12/6-9/01""",86,10,4,1002,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/26-27/01""",87,8,5,1025,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/8-11/01""",87,9,4,1005,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/2-4/01""",87,9,4,1012,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""10/19-21/01""",88,9,3,1006,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""10/11-14/01""",89,8,3,1011,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""10/5-6/01""",87,10,3,819,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""9/21-22/01 *""",90,6,4,1005,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""9/14-15/01""",86,10,4,1032,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""9/7-10/01""",51,39,10,1004,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""8/24-26/01""",55,36,9,814,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""8/16-19/01""",57,34,9,1013,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""8/10-12/01""",57,35,8,1017,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""8/3-5/01""",55,35,10,1017,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""7/19-22/01""",56,33,11,1038,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""7/10-11/01""",57,35,8,998,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""6/28 - 7/1/01""",52,34,14,1014,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""6/11-17/01""",55,33,12,1004,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""6/8-10/01""",55,35,10,1011,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/18-20/01""",56,36,8,1010,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/10-14/01""",56,31,13,1012,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/7-9/01""",53,33,14,1005,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/20-22/01""",62,29,9,1015,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/6-8/01""",59,30,11,1025,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/26-28/01""",53,29,18,1024,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/9-11/01""",58,29,13,1015,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/5-7/01""",63,22,15,1060,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/19-21/01""",62,21,17,1016,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/9-11/01""",57,25,18,1016,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/1-4/01""",57,25,18,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll


highest lowest approval rows
['', 'Highest approval:']
['', '9/21-22/01 *', '90', '6', '4', '', '1,005']
['', 'Lowest approval:']
['', '10/10-12/08', '25', '71', '4', '', '1,269']
['', '10/3-5/08', '25', '70', '6', '', '1,011']
['.']
['', '* The highest approval rating recorded for any president by the Gallup Organization, which began asking the question when Franklin D. Roosevelt was in the White House.']





"BushJob1.htm | Question 5"
"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   "
"Do you approve or disapprove of the way George W. Bush is handling his job as president?" If "Depends":
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""1/7-11/09""",24,66,10,734,4,a,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""12/3-7/08""",24,68,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""10/23-26/08""",22,70,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""10/9-12/08""",25,67,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""7/31 - 8/10/08""",28,66,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""7/23-27/08""",27,68,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""4/23-27/08""",27,65,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""3/19-22/08""",28,63,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""2/20-24/08""",33,59,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""1/30 - 2/2/08""",31,62,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""1/9-13/08""",31,59,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""12/07""",31,60,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""11/20-26/07""",30,59,11,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""10/17-23/07""",30,63,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""9/12-16/07""",31,59,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""8/1-18/07""",31,59,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""7/25-29/07""",29,61,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""5/30 - 6/3/07""",29,61,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""4/18-22/07""",35,57,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""3/21-25/07""",33,58,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""2/7-11/07""",33,56,11,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""1/10-15/07""",33,59,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""12/6-10/06""",32,57,11,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""11/9-12/06""",32,58,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""11/1-4/06""",41,53,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""10/17-22/06""",38,53,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""9/21 - 10/4/06""",37,53,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""9/6-10/06""",37,53,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""8/9-13/06""",37,54,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""7/6-19/06""",36,57,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""6/14-19/06""",36,54,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""4/27 - 5/22/06""",33,56,11,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""4/7-16/06""",35,55,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""3/8-12/06""",33,57,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""2/1-5/06""",40,52,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""1/4-8/06""",38,54,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""12/7-11/05""",38,54,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""11/3-6/05""",36,55,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""10/12-24/05""",40,52,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""10/6-10/05""",38,56,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""9/8-11/05""",40,52,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""9/6-7/05""",40,52,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""7/13-17/05""",44,48,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""7/7-10/05""",47,46,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
"=""6/8-12/05""",42,49,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"Pew Research Center for the People & the Press survey. Jan. 7-11, 2009. N=734 adults nationwide. MoE ± 4.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?"" If ""Depends"":",Pew Research Center for the People & the Press survey
