"clinton-.htm | Question 0"
"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Robert Teeter (R)"
"In general, do you approve or disapprove of the job Bill Clinton is doing as president?"
date,approve,disapprove,not sure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""1/16-17/97""",57,34,9,,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates






"clinton-.htm | Question 10"
"Zogby International "America Poll""
"Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?"
date,excellent/good,fair/poor,not sure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""1/3-5/00""",52,48,-,879,,lv,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""9/21-23/99""",48,49,3,1005,,lv,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""5/14-16/99""",47,52,1,1023,,lv,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""4/5-7/99""",52,47,1,916,,lv,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""2/15-17/99""",55,44,1,756,,lv,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""1/19-21/99""",61,38,1,993,,lv,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""10/11-14/98""",56,43,1,864,,lv,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""10/4-6/98""",55,44,1,861,,lv,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""9/21-22/98""",61,38,1,898,,lv,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""9/11-13/98""",55,45,0,796,,lv,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""7/29-31/98""",56,43,1,976,,lv,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""7/6-9/98""",53,46,1,1206,,lv,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""5/17-19/98""",56,43,1,,,,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""4/98""",56,43,1,,,,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""3/98""",55,43,2,,,,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""1/98""",57,42,1,,,,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""10/97""",51,48,1,,,,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""8/97""",50,48,2,,,,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""6/97""",42,55,3,,,,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""4/97""",44,55,1,,,,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""
"=""1/97""",51,49,-,,,,approval,http://www.pollingreport.com/clinton-.htm,"Zogby International ""America Poll""","""Overall, how would you rate the performance of Bill Clinton as president: excellent, good, fair, or poor?""","Zogby International ""America Poll"""






